	htid	intl_frac	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
464	uc1.32106019227708	0.273504273504274	1.0927595769220466	Jerome, Jerome K.	Three Men in a Boat	1889	Fiction-Novel	Male	White	Britain	80146
503	uc1.b4064067	0.2727272727272728	0.4998206962600145	Beerbohm, Max	The Dreadful Dragon of Hay Hill	1928	Fiction-Stories	Male	White	Britain	24711
284	mdp.39015066681548	0.2727272727272727	0.533275875145719	Hardy, Thomas	Life's Little Ironies	1894	Fiction-Stories	Male	White	Britain	92643
278	mdp.39015065539754	0.2708333333333335	0.8973173967538607	Warner, Sylvia	Lolly Willowes	1926	Fiction-Novel	Female	White	Britain	60063
374	pst.000033048772	0.2586872586872584	0.47410621812849724	Lawrence, D. H.	Sons and Lovers	1913	Fiction-Novel	Male	White	Britain	204463
409	uc1.$b322675	0.2558139534883722	0.8444947251469133	Bennett, Arnold	Lilian 	1922	Fiction-Novel	Male	White	Britain	57172
460	uc1.32106016823210	0.25227272727272754	1.156020659181844	Forster, E. M.	Maurice	1914	Fiction-Novel	Male	White	Britain	142455
413	uc1.$b783912	0.25114854517611085	1.4806466626918346	Macaulay, Rose	They Were Defeated	1932	Fiction-Novel	Female	White	Britain	165064
70	inu.32000001881533	0.25	0.3269489626630457	Powys, Theodore Francis	Make Thyself Many	1935	Fiction-Stories	Male	White	Britain	4579
48	hvd.hwjway	0.24719101123595588	0.2821055524802117	Galsworthy, John	Fraternity	1909	Fiction-Novel	Male	White	Britain	118078
61	inu.30000067523815	0.24242424242424365	1.5131549676629992	Benson, E. F.	Lucia in London	1927	Fiction-Novel	Male	White	Britain	106112
103	mdp.39015000610488	0.1976744186046513	0.48047222217787516	Woolf, Virginia	Night and Day	1919	Fiction-Novel	Female	White	Britain	200975
95	inu.39000003869802	0.18796992481203123	0.7347713068642681	Galsworthy, John	The Man of Property	1906	Fiction-Novel	Male	White	Britain	135494
217	mdp.39015030719606	0.17307692307692368	0.7305299121831919	Wells, H. G.	Love and Mr Lewisham	1900	Fiction-Novel	Male	White	Britain	79924
311	mdp.49015000993924	0.1304347826086958	0.3618461948379992	Maugham, William Somerset	Liza of Lambeth	1897	Fiction-Novel	Male	White	Britain	47580
35	hvd.32044010105435	0.05128205128205121	0.5257804976346206	Barrie, J. M.	Peter Pan in Kensington Gardens	1906	Fiction-Novel	Male	White	Britain	27762
67	inu.30000121090348	0.0	0.29224999349962644	Powys, Theodore Francis	A Strong Girl and the Bride	1926	Fiction-Stories	Male	White	Britain	3842
121	mdp.39015002711391	0.0	0.11162386668909081	Powys, Theodore Francis	Uriah on the Hill	1930	Fiction-Stories	Male	White	Britain	6706
