	htid	spec_world_subcity	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
239	mdp.39015037058669	0.09999999999999991	1.6796029843051767	Pater, Walter	Imaginary Portraits	1887	Fiction-Stories	Male	White	Britain	37882
17	coo.31924013599190	0.09722222222222207	0.6018041627412127	Conrad, Joseph	Under Western Eyes	1911	Fiction-Novel	Male	White	Britain	134335
353	pst.000010073353	0.09691629955947145	0.8797165502856195	Conrad, Joseph	Romance: A Novel	1903	Fiction-Novel	Male	White	Europe	193154
522	uc1.b4410171	0.08960573476702514	1.0939924796741514	Conrad, Joseph	Suspense: A Napoleonic Novel	1925	Fiction-Novel	Male	White	Europe	95451
469	uc1.b3346919	0.08791208791208821	1.3439615296895644	Ford, Ford Madox	"The ""Half Moon"": A Romance of the Old World and the New"	1909	Fiction-Novel	Male	White	Britain	101369
433	uc1.32106001994984	0.08774834437086061	1.0591261059451644	Lawrence, D. H.	The Plumed Serpent	1926	Fiction-Novel	Male	White	Britain	213442
147	mdp.39015005095529	0.08713692946058134	3.2624269510150152	Macaulay, Rose	And No Man's Wit	1940	Fiction-Novel	Female	White	Britain	138241
199	mdp.39015016415567	0.08695652173913043	0.9566572671082788	Hartley, Leslie Poles	Simonetta Perkins	1926	Fiction-Novel	Male	White	Britain	26995
394	uc1.$b244157	0.08536585365853663	0.41620493430476063	Powys, Theodore Francis	Innocent Birds	1926	Fiction-Novel	Male	White	Britain	73739
533	uc2.ark:/13960/t06w9dv3n	0.084249084249084	1.137752791877231	Maugham, William Somerset	The Trembling of a Leaf: Little Stories of the South Sea Islands	1921	Fiction-Stories	Male	White	Britain	89806
406	uc1.$b284297	0.08230452674897115	3.264493269098018	Galsworthy, John	Villa Rubein: A Novel	1900	Fiction-Novel	Male	White	Britain	55720
358	pst.000021106644	0.08188976377952809	2.1376168253890895	Maugham, William Somerset	Ashenden: Or, The British Agent	1928	Fiction-Stories	Male	White	Britain	111182
562	umn.31951002044019w	0.08095238095238083	1.2855156646405794	Forster, E. M.	Where Angels Fear to Tread	1905	Fiction-Novel	Male	White	Britain	61141
341	osu.32435017894775	0.08038277511961667	2.3950691798207444	Wells, H. G.	Mr. Britling Sees it Through	1916	Fiction-Novel	Male	White	Britain	163301
114	mdp.39015002311556	0.07692307692307693	0.44705271432214455	Burnett, Frances Hodgston	The Secret Garden	1911	Fiction-Novel	Female	White	Britain	97953
535	uc2.ark:/13960/t0wp9wh4k	0.0701754385964912	0.555361717745763	Mansfield, Katherine	In a German Pension	1911	Fiction-Novel	Female	White	Australasia	38414
393	uc1.$b244156	0.0625	0.26644111143851507	Powys, Theodore Francis	Black Bryony	1923	Fiction-Novel	Male	White	Britain	44951
411	uc1.$b439708	0.05000000000000001	0.5133381223543019	Bowen, Elizabeth	Encounters	1925	Fiction-Stories	Female	White	Ireland	43746
160	mdp.39015008044854	0.012738853503184709	1.0035120104232378	Compton-Burnett, Ivy	Daughters and Sons	1937	Fiction-Novel	Female	White	Britain	117111
87	inu.39000001387062	0.0	0.34924555988353484	Potter, Beatrix	Peter Rabbit	1902	Fiction-Novel	Female	White	Britain	3215
