	a_last	a_first	htid	pub_date	title	imprint	genre	genre_notes	gender_guess	gender_known	white	race	origin_area	origin_nation	origin_notes	religion	uni_degree	bib_source	notes	entered	ignore	notes_ignore	pub_date_htrc	title_htrc
1189	Stretton	Hesba	uiug.30112055289364	1869.0	Alone in London									Britain - England				DKM Snell					    	Alone in London/Stretton, Hesba,
1190	Stucley	Elizabeth		1960.0	Magnolia Building									Britain - England				DKM Snell						
1191	Surr	T. S.	mdp.39015047645919	1866.0	A Winter in London: Or, Sketches of Fashion									Britain - England				DKM Snell					1806	A winter in London;/Surr, T. S. (Thomas Skinner),
1192	Sutton	Henry		1998.0	The Househunter									Britain - England				DKM Snell						
1193	Swan	Annie S. 		1910.0	What Shall it Profit? or, Roden's Choice									Britain - Scotland				DKM Snell						
1194	Swift	Graham		1997.0	Last Orders									Britain - England				DKM Snell						
1195	Taylor	Elizabeth	mdp.39015066062780	1961.0	In Summer Season									Britain - England				DKM Snell					1961	In a summer season/Taylor, Elizabeth,
1196	Taylor	Elizabeth		1971.0	Mrs. Palfry at the Claremont									Britain - England				DKM Snell						
1197	Tennant	Emma		1989.0	Two Women of London: The Strange Case of Ms Jekyll and Mrs. Hyde									Britain - England				DKM Snell						
1198	Tey	Josephine	inu.32000001889098	1929.0	Kif: an Unvarnished History									Britain - Scotland				DKM Snell					1929	Kif/Tey, Josephine,
1199	Tey	Josephine	pst.000016290648	1931.0	The Expensive Halo									Britain - Scotland				DKM Snell					1967	The expensive halo/Tey, Josephine,
1200	Tey	Josephine	mdp.39015008818026	1992.0	The Man in the Queue									Britain - Scotland				DKM Snell					1953	The man in the queue/Tey, Josephine,
1201	Thackery	William Makepeace		1855.0	The Newcomes									Britain - England				DKM Snell						
1202	Thackery	Anne		1873.0	Old Kensington									Britain - England				DKM Snell						
1203	Thody	Philip		1979.0	Dog Days in Babel									Britain - England				DKM Snell						
1204	Thomas	Edward	yale.39002067738550	1906.0	The Heart of England	%	Travelogue/Guidebook											Literary London	Volume 7, issue 1, the sound of the suburbs, Simon Goulding	Patrick Evans			1906	The heart of England/Thomas, Edward,
1205	Thomas	Edward	uiug.30112056502336	1913.0	The Happy-Go-Lucky Morgans									Britain - England				DKM Snell					1913	The happy-go-lucky Morgans/Thomas, Edward,
1206	Thomas	Leslie		1976.0	Dangerous Davies: the Last Detective									Britain : Wales				DKM Snell						
1207	Thomas	Rosie	mdp.39015050112039	1989.0	Bad Girls Good Women									Britain : Wales				DKM Snell					2000	Bad girls, good women/Thomas, Rosie.
1208	Thomas	Christine		1989.0	Bridie									Unknown				DKM Snell						
1209	Thomas	Donald S. 		1992.0	Dancing in the Dark									Britain - England				DKM Snell						
1210	Thomas	Donald		1993.0	The Arrest of Scotland Yard									Britain - England				DKM Snell						
1211	Thomas	D.H.		1994.0	The Pavlova									Britain - England				DKM Snell						
1212	Thompson	James		1874.0	The City of Dreadful Night									Britain - Scotland				DKM Snell						
1213	Thompson	Grace		1990.0	The Boy Sarah									Britain : Wales				DKM Snell						
1214	Thornburn 	Walter		1873.0	Old and New London	%	Nonfiction - other	a narrative of London's history, people and places										Literary London	Volume 8, issue 1, Dickens the Inns of Court, David Parker	Patrick Evans	True	ee-date. London nonfiction		
1215	Thorne	Eglinton		1881.0	In London Fields: a Story of the Lights and Shadows of a Child's Life									Unknown				DKM Snell	real name: Elizabeth Charlton?					
1216	Thornton	Elizabeth		1994.0	Dangerous to Love									Britain - Scotland				DKM Snell						
1217	Tilsley	Frank		1953.0	Heaven and Herbert Common									Britain - England				DKM Snell						
1218	Timlin	Mark		1993.0	Falls the Shadow									Britain - England				DKM Snell						
1219	Timlin	Mark 		1995.0	Well Sorted: the London Short Story Collection									Britain - England				DKM Snell						
1220	Tomlinson	Henry	uc2.ark:/13960/t45q4zm6r	1921.0	London River									Britain - England				DKM Snell					1921	London river/(Henry Major), Tomlinson, H. M.
1221	Torday	Ursula		1969.0	The Melon in the Cornfield									British				DKM Snell	psuedonym: Charity Blackstock					
1222	Tourney	Leonard D. 		1991.0	Knaves Templar									Unknown				DKM Snell						
1223	Townsend	Sue		1988.0	Rebuilding Coventry									Britain - England				DKM Snell						
1224	Tracy	Honor	uc1.b3472564	1977.0	The Man from Next Door									Britain - England				DKM Snell					1977	The man from next door/Tracy, Honor,
1225	Trevor	William	mdp.39015018619703	1964.0	The Old Boys									Ireland				DKM Snell					1964	The Old Boys/Trevor, William,
1226	Trevor	William	uc1.$b114014	1965.0	The Boarding House									Ireland				DKM Snell					1965	The boarding house/Trevor, William,
1227	Trevor	William	uc1.32106002037619	1973.0	Elizabeth Alone									Ireland				DKM Snell					1973	Elizabeth alone/Trevor, William,
1228	Trollope	Anthony	uc2.ark:/13960/t8mc93k14	1860.0	The Three Clerks									Britain - England				DKM Snell					1860	The three clerks/Trollope, Anthony,
1229	Trollope	Anthony	hvd.32044100881291	1864.0	Can You Forgive Her?									Britain - England				DKM Snell	Dates: 1864-65				1865	Can you forgive her?/Trollope, Anthony,
1230	Underwood	Michael		1991.0	The Seeds of Murder									Britain - England				DKM Snell	Real name: John Michael Evelyn					
1231	Ure	Jean	mdp.39015029211698	1989.0	Plague									Britain - England				DKM Snell					1991	Plague/Ure, Jean.
1232	Vale	George F. 		1949.0	London Fairy Tales									Britain - England				DKM Snell						
1233	Vansittart	Peter		1953.0	A Little Madness: a London Story									Britain - England				DKM Snell						
1234	Vine	Barbara		1988.0	The House of Stairs									Britain - England				DKM Snell	Real Name: Ruth Rendel					
1235	Vine	Barbara		1991.0	King Solomon's Carpet									Britain - England				DKM Snell	Real Name: Ruth Rendel					
1236	Vine	Barbara		1993.0	Asta's Book									Britain - England				DKM Snell	Real Name: Ruth Rendel					
1237	Vine	Barbara		1998.0	The Chimney-Sweeper's Boy									Britain - England				DKM Snell	Real Name: Ruth Rendel					
1238	Vine	Barbara		2000.0	Grasshopper									Britain - England				DKM Snell	Real Name: Ruth Rendel					
1239	Visick	Jacqueline		1972.0	London Tales of Terror									Unknown				DKM Snell						
1240	Wain	John	mdp.39015008627278	1962.0	Strike the Father Dead									Britain - England				DKM Snell					1962	Strike the father dead;/Wain, John.
1241	Wain	John	mdp.39015008442041	1967.0	Smaller Sky									Britain - England				DKM Snell					1967	The smaller sky/Wain, John.
1242	Wakefield	W.M.		1885.0	The Life of Thomas Attwood	%	Nonfiction - other	biography										Literary London	Volume 7, issue 2, Nicola Barker's Darkness, Huw Marsh	Patrick Evans				
1243	Wakefield	Tom		1979.0	The Love-siege									Britain - England				DKM Snell						
1244	Wallace	Edgar	hvd.32044051096691	1905.0	The Four Just Men									Britain - England				DKM Snell					1920	The four just men/Wallace, Edgar,
1245	Wallace	Edgar	inu.32000002536631	1924.0	The Dark Eyes of London									Britain - England				DKM Snell					1929	The dark eyes of London/Wallace, Edgar,
1246	Wallis	David		1959.0	Paved With Gold									Britain - England				DKM Snell						
1247	Wallis	David		1964.0	And Only Lovers Left Alive									Britain - England				DKM Snell						
1248	Walpole	Hugh	uiuo.ark:/13960/t19k7mj5d	1913.0	Fortitude									Britain - England				DKM Snell					1900	Fortitude/Walpole, Hugh, Sir,
1249	Walters	Vanessa		1966.0	Rude Girls									Britain - England				DKM Snell						
1250	Ward	E. 	hvd.hn1k74	1893.0	St. Dunstan's Clock: a Story of 1666									Unknown				DKM Snell					1893	St. Dunstan's clock/Ward, E.
1251	Warden 	Florence	uiuo.ark:/13960/t1mg86494	1887.0	Scheherazade: A London Night's Entertainment									British				DKM Snell	real name: Florence Alice Price James				1887	Scheherazade/Warden, Florence,
1252	Warden Jones	Gertrude		1902.0	The Stolen Pearl: a Romance of London									Britain - England				DKM Snell	w/ Robert Eustace					
1253	Waterhouse	Keith		1968.0	The Bucket Shop									Britain - England				DKM Snell						
1254	Waterhouse	Keith	uc1.b4948663	1978.0	Office Life									Britain - England				DKM Snell					1978	Office life/Waterhouse, Keith.
1255	Waterhouse	Keith	mdp.39015001032708	1981.0	Maggie Muggins; or, Spring in Earl's Court									Britain - England				DKM Snell					1981	Maggie Muggins, or, Spring in Earl's court/Waterhouse, Keith.
1256	Waters 	Sarah	mdp.39015058278451	1998.0	Tipping the Velvet									Britain - England				DKM Snell					2000	Tipping the velvet/Waters, Sarah,
1257	Watts	Nigel		1990.0	Billy Bayswater									Britain - England				DKM Snell						
1258	Waugh	Alec	uc1.$b245197	1925.0	Kept: a Story of Post-War London									Britain - England				DKM Snell	real name: Alexander Raban				1930	Kept/Waugh, Alec,
1259	Waugh	Evelyn	mdp.39015002240011	1928.0	Decline and Fall									Britain - England				DKM Snell					1935	Decline and fall/Waugh, Evelyn,
1260	Waugh	Evelyn	uc1.32106018261005	1930.0	Vile Bodies									Britain - England				DKM Snell					1930	Vile bodies/Waugh, Evelyn,
1261	Waugh	Harriet		1983.0	Kate's House: a Novel									Britain - England				DKM Snell						
1262	Webster	Nesta H. 		1914.0	The Sheep Track: an Aspect of London Society									Britain - England				DKM Snell						
1263	Weldon	Fay	mdp.39015034410863	1993.0	Affliction									Britain - England				DKM Snell					1993	Affliction/Weldon, Fay.
1264	Welsh	Irvine	inu.30000123121687	1993.0	Trainspotting									Britain - Scotland				DKM Snell					1994	Trainspotting/Welsh, Irvine.
1265	West	Rebecca	uc1.32106002021076	1929.0	Harriet Hume: a London Fantasy									Ireland				DKM Snell	real name: Cecily Fairfield				1929	Harriet Hume/Dame, West, Rebecca,
1266	West	Rebecca	mdp.39015008654223	1956.0	The Fountain Overflows: a Novel 									Ireland				DKM Snell	real name: Cecily Fairfield				1956	The fountain overflows/West, Rebecca,
1267	West	Pamela		1987.0	Yours Truly, Jack the Ripper									Unknown				DKM Snell						
1268	West	Paul	mdp.39015019834715	1991.0	The Women of Whitechapel and Jack the Ripper									Britain - England				DKM Snell					1991	The women of Whitechapel and Jack the Ripper/West, Paul,
1269	Whistler	James Abbott	chi.19672485	1885.0	Ten O'Clock	%	Nonfiction - other	lectures						Britain - England				Literary London	Volume 2, issue 1, Mapping London, Lorene Birden	Patrick Evans			1888	"""Ten o'clock,""/Whistler, James McNeill,"
1270	White	Fred M.		1905.0	The Sage of Tyburn									Britain - England				DKM Snell						
1271	Whitehead	Ted		1981.0	World's End									Britain - England				DKM Snell						
1272	Whiteing	Richard	dul1.ark:/13960/t13n2vj0t	1888.0	The Island; or, an Adventure of a Person of Quality									Britain - England				DKM Snell					1888	The island, or, An adventure of a person of quality/Whiteing, Richard,
1273	Whiteing	Richard	uc2.ark:/13960/t4jm27x38	1899.0	No. 5 John Street									Britain - England				DKM Snell					1899	No. 5 John street/Whiteing, Richard,
1274	Whiteing	Richard	uc2.ark:/13960/t0cv4f15k	1903.0	The Yellow Van									Britain - England				DKM Snell					1903	The yellow van/Whiteing, Richard,
1275	Whiteing	Richard	coo1.ark:/13960/t4cn7nv2j	1906.0	Ring in the New									Britain - England				DKM Snell					1906	Ring in the new/Whiteing, Richard,
1276	Whiteing	Richard	coo.31924013569987	1907.0	All Moonshine									Britain - England				DKM Snell					1907	All moonshine/Whiteing, Richard,
1277	Whiteing	Richard	uc2.ark:/13960/t0rr1rq60	1908.0	Little People									Britain - England				DKM Snell					1909	Little people/Whiteing, Richard,
1278	Whitty	Edward Michael	nyp.33433075767602	1857.0	The Bohemians of London									Britain - England				DKM Snell					186u	The Bohemians of London/Whitty, Edward Michael,
1279	Wildeblood	Peter		1958.0	West End People: a Novel									Italy				DKM Snell						
1280	Wilkins	Eric		1978.0	The Love Drug									Unknown				DKM Snell						
1281	Williams	Gordon		1974.0	Big Morning Blues									Britain - Scotland				DKM Snell						
1282	Williams	Nigel		1977.0	My Life Closed Twice									Britain - England				DKM Snell						
1283	Williams	Nigel		1990.0	The Wimbledon Poisoner									Britain - England				DKM Snell						
1284	Williams	Dee		1991.0	Carrie of Culver Road									Britain - England				DKM Snell						
1285	Williams	Dee		1992.0	Polly of Penns Place									Britain - England				DKM Snell						
1286	Williams	Nigel		1992.0	They Came From SW19									Britain - England				DKM Snell						
1287	Williams	Dee		1993.0	Annie of Albert Mews									Britain - England				DKM Snell						
1288	Williams	Nigel		1993.0	East of Wimbledon									Britain - England				DKM Snell						
1289	Williams	Dee		1994.0	Hannah of Hope Street									Britain - England				DKM Snell						
1290	Williams	Nigel		1994.0	Scenes from a Poisoner's Life									Britain - England				DKM Snell						
1291	Williams	John L. 		1997.0	Faithless									Britain - Wales				DKM Snell						
1292	Williams	Greg		1997.0	Diamond Geezers									Britain - England				DKM Snell						
1293	Williamson	Henry	mdp.39015066681399	1951.0	The Dark Lantern									Britain - England				DKM Snell					1951	The dark lantern/Williamson, Henry,
1294	Willsher	Audrey		1989.0	A Candle in the Wind									Britain - England				DKM Snell						
1295	Wilson	Colin	inu.30000007046091	1961.0	Adrift in Soho									Britain - England				DKM Snell					1961	Adrift in Soho/Wilson, Colin,
1296	Wilson	C. T. D.		1964.0	The Half Caste									Unknown				DKM Snell						
1297	Wilson	Robert McLean		1989.0	Ripley Bogle									Ireland				DKM Snell						
1298	Wilson	A. N.	mdp.39015005188258	1990.0	The Sweets of Pimlico									Britain - England				DKM Snell					1977	The sweets of Pimlico/Wilson, A. N.,
1299	Winslow	Don		1991.0	A Cool Breeze on the Underground									America				DKM Snell						
1300	Winterson	Jeanette	uc1.32106015455451	1989.0	Sexing the Cherry									Britain - England				DKM Snell					1991	Sexing the cherry/Winterson, Jeanette,
1301	Wood	Walter		1906.0	The Enemy in our Midst	%	Fiction-Novel	anti-German propaganda										Literary London	Volume 5, issue 2 Apocolyptic London, John Hughland	Patrick Evans				
1302	Woolf	Virginia	mdp.39015000610488	1919.0	Night and Day									Britain - England				DKM Snell					1919	Night and day/Woolf, Virginia,
1303	Woolf	Virginia	mdp.39015013962207	1925.0	Mrs. Dalloway									Britain - England				DKM Snell					1925	Mrs. Dalloway/Woolf, Virginia,
1304	Worboyes	Sally		1994.0	Wild Hops									Britain - England				DKM Snell						
1305	Wright	Thomas		1870.0	The Bane of a Life									Britain - England				DKM Snell						
1306	Wylde	Mary		1937.0	A Housewife in Kensington									Unknown				DKM Snell	Margharita Widdows					
1307	Wylie	Ida		1913.0	The Paupers of Portman Square									Australia 				DKM Snell						
1308	Yates	Dornford		1930.0	As Other Men Are													Literary London	Kate Macdonald. Vol. 9, No. 1 (March 2011)	EE				
1309	Yates	Dornford		1937.0	She Painted Her Face													Literary London	Kate Macdonald. Vol. 9, No. 1 (March 2011)	EE				
1310	Yates	Dornford		1939.0	Gale Warning													Literary London	Kate Macdonald. Vol. 9, No. 1 (March 2011)	EE				
1311	Yates	Dornford		1942.0	Period Stuff													Literary London	Kate Macdonald. Vol. 9, No. 1 (March 2011)	EE				
1312	Yorke	Curtis		1889.0	The Mystery of Belgrave Square									Britain				DKM Snell						
1313	Yorke	Curtis	uiuo.ark:/13960/t5j96p02r	1891.0	A Romance of Modern London									Britain				DKM Snell					1892	A romance of modern London/Yorke, Curtis.
1314	Yorke	Curtis		1910.0	Patricia of Pall Mall									Britain				DKM Snell						
1315	Zangwill	Israel	hvd.hwpand	1892.0	Children of the Ghetto									Britain - England				DKM Snell					1892	Children of the Ghetto/Zangwill, Israel,
1316	Zangwill	Israel	hvd.hw7jde	1899.0	Ghetto Tragedies									Britain - England				DKM Snell					1899	Ghetto tragedies/Zangwill, Israel,
1317	Zangwill	Israel	coo1.ark:/13960/t74t7560n	1907.0	Ghetto Comedies									Britain - England				DKM Snell					1907	Ghetto comedies/Zangwill, Israel,
1318	Zangwill	Israel		1914.0	Grandchildren of the Ghetto									Britain - England				DKM Snell						
