	a_last	a_first	htid	pub_date	title	imprint	genre	genre_notes	gender_guess	gender_known	white	race	origin_area	origin_nation	origin_notes	religion	uni_degree	bib_source	notes	entered	ignore	notes_ignore	pub_date_htrc	title_htrc
385	Fletcher	J. S.		1923.0	The Charing Cross Mystery									Britain - England				DKM Snell						
386	Ford	Ford Maddox	hvd.32044050946250	1905.0	The Soul of London	%	Nonfiction - other	sociology						Britain - England				Literary London	Volume 2, issue 1, London contracting, Keith Wilson	Patrick Evans		London nonfiction	1905	The soul of London/Ford, Ford Madox,
387	Ford	Ford Maddox	mdp.39015008171038	1938.0	Mightier Than The Sword	%	Nonfiction - other											Literary London	Volume 9, issue 1, In the 20th Century, Nick Hubble	Patrick Evans			1938	Mightier than the sword/Ford, Ford Madox,
388	Ford	Elbur		1950.0	Poison in Pimlico									Britain - England				DKM Snell	real name: Eleanor Hibbert					
389	Forman	Charlotte		1946.0	A Good Heart to Life									Unknown				DKM Snell						
390	Forster	John	miun.ach0321.0002.001	1928.0	The Life of Charles Dickens	%	Nonfiction - other											Literary London	Volume 8, issue 1, Dickens the Inns of Court, David Parker	Patrick Evans			1872	The life of Charles Dickens/Forster, John,
391	Forster	E.M.	inu.30000009690029	1910.0	Howard's End									Britain - England				Dennis		Patrick Evans			1987	Howard's End by E.M. Forster/Milligan, Ian.
392	Fountain 	Nigel		1985.0	Days Like These									Britain - England				DKM Snell						
393	Fowler	Christopher		1997.0	Disturbia									Britain - England				DKM Snell						
394	Fowler	Christopher		1998.0	Soho Black									Britain - England				DKM Snell						
395	Frame	Ronald		1990.0	Bluette									Britian - Scotland				DKM Snell						
396	Fraser	Mrs. Alexander		1887.0	Daughters of Belgravia									Britain - England				DKM Snell						
397	Fraser	Mrs. Alexander		1894.0	A Mayfair Tragedy: a Novel									Britain - England				DKM Snell						
398	Frayan	Michael		1991.0	A Landing on the Sun									Britain - England				DKM Snell						
399	Frazer	Margaret		1998.0	The Maiden's Tale									America				DKM Snell						
400	Freeman	Gillian	uc1.b3472656	1961.0	The Leather Boys									Britain - England				DKM Snell					1961	The leather boys/Freeman, Gillian.
401	Fremlin	Celia		1990.0	Listening in the Dusk									Britain - England				DKM Snell						
402	Frewin	Anthony		1997.0	London Blues									Britain - England				DKM Snell						
403	Frost	T	none		The Mysteries of Old Father Time									Unknown				DKM Snell						
404	Fuller	Samuel		1971.0	144 Piccadilly									America				DKM Snell						
405	Fyfield	Frances		1993.0	Shadow Play									Britain - England				DKM Snell						
406	Gale	Patrick		1986.0	Ease: an Adventure Story									Britain - England				DKM Snell						
407	Galford	Ellen	mdp.39015027243107	1986.0	The Fires of Bride									America - Scotland				DKM Snell					1988	The fires of Bride/Galford, Ellen.
408	Galford	Ellen		1993.0	The Dyke and Dybbuk: a Novel									America - Scotland				DKM Snell						
409	Galford	Ellen	mdp.39015013265163	1993.0	Moll Cutpurse, Her True History									America - Scotland				DKM Snell					1985	Moll Cutpurse, her true history/Galford, Ellen.
410	Gallon	Tom		1905.0	Meg the Lady: a Romance									Britain - England				DKM Snell						
411	Galsworthy	John	uc2.ark:/13960/t3708064f	1906.0	The Man of Property									Britain - England				DKM Snell					1906	The man of property/Galsworthy, John,
412	Galsworthy	John	uc2.ark:/13960/t5t72b219	1909.0	Fraternity									Britain - England				DKM Snell					1909	Fraternity/Galsworthy, John,
413	Galsworthy	John	coo1.ark:/13960/t8tb1p85j	1920.0	In Chancery									Britain - England				DKM Snell					1920	In chancery/Galsworthy, John,
414	Galsworthy	John	uc2.ark:/13960/t6zw1cd9r	1921.0	To Let									Britain - England				DKM Snell					1921	To let/Galsworthy, John,
415	Galsworthy	John	uc1.$b87340	1922.0	The White Monkey: a Silent Wooing									Britain - England				DKM Snell					1924	The white monkey/Galsworthy, John,
416	Galsworthy	John	uc1.$b87339	1925.0	The Silver Spoon									Britain - England				DKM Snell					1926	The silver spoon/Galsworthy, John,
417	Galsworthy	John	mdp.39015003681734	1928.0	Swan Song									Britain - England				DKM Snell					1928	Swan song/Galsworthy, John,
418	Gapper	Frances		1989.0	Saints and Adventurers									Unknown				DKM Snell						
419	Garfield	Leon	mdp.39015024085808	1987.0	Smith									Britain - England				DKM Snell					1967	Smith/Garfield, Leon.
420	Garland	Rodney		1962.0	Hell and High Water									Hungary - Britain				DKM Snell						
421	Garnett	Roger		1937.0	Death in Piccadilly									Britain - England				DKM Snell	real name: Nigel Moreland					
422	Gates	Tudor		1977.0	Black Joy									Britain - England				DKM Snell						
423	Geddes	Paul		1968.0	High Game									Unknown				DKM Snell						
424	Giacardi	David A. 		1965.0	Nothing is for Nothing									Unknown				DKM Snell						
425	Gibbons	Stella		1949.0	Westworrd, or, the Gentle Powers									Britain - England				DKM Snell						
426	Gibbons	Stella		1965.0	The Charmers									Britain - England				DKM Snell						
427	Gilchrist	Cherry		1996.0	Streets of London									Britain - England				DKM Snell						
428	Gillespie	Emer		1998.0	Virtual Stranger									Ireland				DKM Snell						
429	Gilpin	TG		1993.0	Death of a Fantasy Life									Unknown				DKM Snell						
430	Gilroy	Beryl	mdp.39015015468948	1989.0	Boy-Sandwich									Guyana - Britain				DKM Snell					1989	Boy-sandwich/Gilroy, Beryl.
431	Girling	Richard		1982.0	The Forest of the Hill									Britain - England				DKM Snell						
432	Gissing	George		1898.0	Charles Dicklens: A Critical Study	%	Nonfiction - other	criticism						Britain - England				Literary London	Volume 2, issue 2, Exhibiting Vagrancy, Adam Hansen	Patrick Evans	True	ee 11/17/17		
433	Gissing	George	inu.32000002995019	1925.0	The Immortal Dickens	%	Nonfiction - other							Britain - England				Literary London	Volume 2, issue 2, Exhibiting Vagrancy, Adam Hansen	Patrick Evans	True	ee 11/17/17	1925	The immortal Dickens/Gissing, George,
434	Gissing	George	mdp.39015000604200	1880.0	Workers in the Dawn									Britain - England				Dennis		Patrick Evans			1935	Workers in the dawn/Gissing, George,
435	Gissing	George	uiuo.ark:/13960/t1rf64403	1884.0	The Unclassed									Britain - England				Dennis		Patrick Evans			1884	The unclassed/Gissing, George,
436	Gissing	George	uc2.ark:/13960/t6833tf8q	1886.0	Demos									Britain - England				Dennis		Patrick Evans			1800	Demos/Gissing, George,
437	Gissing	George	uiuo.ark:/13960/t1ng5cm7p	1889.0	The Nether World									Britain - England				Dennis		Patrick Evans			1889	The nether world/Gissing, George,
438	Gissing	George	coo1.ark:/13960/t9w09mm3q	1895.0	Eve's Ransom									Britain - England				Dennis		Patrick Evans			1895	Eve's ransom/Gissing, George,
439	Gissing	George	uc2.ark:/13960/t6vx0c852	1896.0	The Paying Guest									Britain - England				Dennis		Patrick Evans			1895	The paying guest/Gissing, George,
440	Gissing	George	coo1.ark:/13960/t97661n2p	1897.0	The Whirlpool									Britain - England				Dennis		Patrick Evans			1897	The whirlpool/Gissing, George,
441	Gissing	George	uc2.ark:/13960/t3kw5dd7g	1898.0	The Town Traveller									Britain - England				Dennis		Patrick Evans			1898	The town traveller/Gissing, George,
442	Gissing	George	coo1.ark:/13960/t24b3mw08	1899.0	The Crown of Life									Britain - England				Dennis		Patrick Evans			1899	The crown of life/Gissing, George,
443	Gissing	George	uc2.ark:/13960/t2w37rn54	1905.0	Will Warburton									Britain - England				Dennis		Patrick Evans			1905	Will Warburton;/Gissing, George,
444	Gissing	George	coo.31924013458207	1891.0	New Grub Street									Britain - England				DKM Snell					1891	New Grub Street/Gissing, George,
445	Gissing	George		1891.0	Thryza									Britain - England				DKM Snell						
446	Gissing	George		1893.0	The Odd Woman									Britain - England				DKM Snell						
447	Gissing	George	nyp.33433074856299	1894.0	In the Year of Jubilee									Britain - England				DKM Snell					1894	In the year of jubilee/Gissing, George,
448	Gissing	George	coo1.ark:/13960/t7mp5kn90	1903.0	The Private Papers of Henry Ryecroft									Britain - England				DKM Snell					1903	The private papers of Henry Ryecroft/Gissing, George,
449	Glieg	George Robert		1829.0	The Chelsea Pensioners									Britan - Scotland				DKM Snell						
450	Goddard	Robert		1993.0	Closed Circle									Britain - England				DKM Snell						
451	Godden	Rumer	mdp.39015008597059	1956.0	An Episode of Sparrows									Britain - England				DKM Snell					1955	An episode of sparrows/Godden, Rumer,
452	Godwin	Gail	mdp.39015008847116	1984.0	Mr. Bedford and the Muses									America				DKM Snell					1983	Mr. Bedford and the muses/Godwin, Gail.
453	Goldberg	Rita		1989.0	William's House									Unknown				DKM Snell						
454	Goldman	Willy		1940.0	East End My Cradle									Britain - England				DKM Snell						
455	Goldman	Willy		1944.0	The Light in the Dust									Britain - England				DKM Snell						
456	Goldman	Willy		1946.0	A Tent of Blue									Britain - England				DKM Snell						
457	Goldman	Willy		1946.0	Some Blind Hand: a Novel									Britain - England				DKM Snell						
458	Goldman	Willy		1947.0	A Start in Life									Britain - England				DKM Snell						
459	Goldman	Willy		1948.0	The Forgotten Word									Britain - England				DKM Snell						
460	Goldman	Willy		1951.0	A Saint in the Making and Other Stories									Britain - England				DKM Snell						
461	Gomme	Sir Lawrence		1912.0	The Making of London	%	History							Britain - England				Literary London	Volume 2, issue 1, London contracting, Keith Wilson	Patrick Evans				
462	Gomme	Laurence	mdp.39015033860902	1907.0	The Governance of London	%	Nonfiction - other	an anthropologist's view of London history						Britain - England				Literary London	Volume 4, issue 2, John Milton: London Writer, Patrick Cook	Patrick Evans		London nonfiction	1907	The governance of London;/Gomme, George Laurence,
463	Goolden	Barbara		1976.0	Goodbye to Yesterday									Unknown				DKM Snell						
464	Gordon 	Richard		1980.0	Jack the Ripper									Britain - England				DKM Snell						
465	Gorgon	Donald		1994.0	Cop Killer									Unknown				DKM Snell						
466	Gosse	Edmund W.	miun.abs1027.0001.001	1907.0	Father and Son	%	Autobiography/Memoir											Literary London	Volume 8, issue 2, A trio of london clubmen, Gordon Booth	Patrick Evans			1907	Father and son/Gosse, Edmund,
467	Gosse	Edmund W.	loc.ark:/13960/t8nc7751z	1896.0	Critical Kit-Kats	%	Nonfiction - other	criticism										Literary London	Volume 8, issue 2, A trio of london clubmen, Gordon Booth	Patrick Evans			1896	Critical kit-kats/Gosse, Edmund,
468	Gosse	Edmund W.	uc2.ark:/13960/t0bv7cw87	1896.0	In Russet and Silver	%	Poetry											Literary London	Volume 8, issue 2, A trio of london clubmen, Gordon Booth	Patrick Evans			1894	In russet & silver/Gosse, Edmund,
469	Graham	Polly		1987.0	A Semi-Detached Woman									Unknown				DKM Snell						
470	Graham	Caroline		1989.0	The Killings at Badger's Drift									Britain - England				DKM Snell						
471	Grater	Michael		1989.0	Alf Gorilla and the Battersea Gang									Unknown				DKM Snell						
472	Graves	Robert	mdp.39015016868393	1942.0	Wife to Mr. Milton									Britain - England				DKM Snell					1943	The story of Marie Powell, wife to Mr. Milton/Graves, Robert,
473	Gray	Alasdair	uc1.b4974507	1985.0	The Fall of Kelvin Walker									Britain - Scotland				DKM Snell					1985	The fall of Kelvin Walker/Gray, Alasdair.
474	Green	Evelyn Everett		1896.0	The Sign of the Red Cross: a Tale of Old London									Britain - England				DKM Snell						
475	Green	Evelyn Everett		1909.0	A Lad of London Town: a Tale of Darkness and Light									Britain - England				DKM Snell						
476	Green	Henry	inu.30000005018324	1943.0	Caught									Britain - England				DKM Snell					1950	Caught;/Green, Henry,
477	Green	Henry	mdp.39015000577331	1946.0	Back: a Novel									Britain - England				DKM Snell					1946	Back;/Green, Henry,
478	Green	Henry	mdp.39015000654932	1952.0	Doting: a Novel									Britain - England				DKM Snell					1952	Doting/Green, Henry,
479	Greene	Graham	uc1.32106013052219	1951.0	The End of the Affair									Britain - England				DKM Snell					1951	The end of the affair/Greene, Graham,
480	Greenwood	James	nyp.33433074859434	1866.0	The True History of a Little Ragamuffin									Britain - England				DKM Snell					1866	The true history of a little ragamuffin/the novelist. Greenwood, James,
481	Greenwood	James		1883.0	Almost Lost									Britain - England				DKM Snell						
482	Greenwood	James		1890.0	Jerry Jacksmith of Lower London									Britain - England				DKM Snell						
483	Greenwood	James		1890.0	Fair Phyllis of Lavender Wharf									Britain - England				DKM Snell						
484	Griffin	Frank		1939.0	October Day: a Novel									Unknown				DKM Snell						
485	Grossmith	George and Weedon	uc1.$b251212	1894.0	The Diary of Nobody									Britain - England				DKM Snell					    	Diary of a nobody/Grossmith, George,
486	Gwynn	Gordon	uc1.b2808912	1950.0	Did Adelaide Bartlett...?: a Medical Opinion									Unknown				DKM Snell					1950	Did Adelaide Bartlett---?/Gwynn, Gordon.
487	Hall	Robert Lee		1991.0	Benjamin Franklin and a Case of Christmas Murder									America				DKM Snell						
488	Hall	Robert Lee		1992.0	Murder at Drury Lane									America				DKM Snell						
489	Hamilton	Patrick	uc1.b3872919	1935.0	Twenty Thousand Streets Under the Sky: a London Trilogy									Britain - England				DKM Snell					1935	Twenty thousand streets under the sky/Hamilton, Patrick,
490	Hamilton	Patrick	mdp.39015014513728	1947.0	The Slaves of Solitude									Britain - England				DKM Snell					1947	The slaves of solitude/Hamilton, Patrick,
491	Hamilton 	Patrick	mdp.39015014513736	1941.0	Hangover Square									Britain - England				DKM Snell					1972	Hangover square;/Hamilton, Patrick,
492	Hanley	James	mdp.39015031237665	1943.0	No Directions									Britain - England				DKM Snell					1946	No directions/Hanley, James,
493	Hanley	James	mdp.39015031237970	1973.0	A Woman in the Sky									Britain - England				DKM Snell					1973	A woman in the sky/Hanley, James,
494	Hanna	Edward B		1992.0	The Whitechapel Horrors									Unknown				DKM Snell						
495	Hanrahan	Barbara		1988.0	A Chelsea Girl									Australia				DKM Snell						
496	Hardwick	Michael		1976.0	The Gaslight Boy									South Africa				DKM Snell						
497	Hardwicke	Glyn		1986.0	Acting on Information Received									Unknown				DKM Snell						
498	Hardy	Barbara		1996.0	London Lovers									Britain - England				DKM Snell						
499	Hargrave 	Stephen		1989.0	London London									Unknown				DKM Snell						
500	Harkness	Margaret		1887.0	A City Girl									Britain - England				DKM Snell	published under John Law					
501	Harkness	Margaret		1888.0	Out of Work									Britain - England				DKM Snell						
502	Harkness	Margaret		1889.0	Captain Lobe									Britain - England				DKM Snell						
503	Harkness	Margaret		1890.0	In Darkest London									Britain - England				DKM Snell						
504	Harrington	Kathleen		1993.0	Sunshine and Shadow									America				DKM Snell						
505	Harris	Helen		1987.0	Angel Cake									Britain - England				DKM Snell						
506	Harrison	Michael		1954.0	A Handom to St. James									Britain - England				DKM Snell						
507	Harrison	Ray		1984.0	Death of a Honourable Member									Britain - England				DKM Snell						
508	Harrison	Ray		1985.0	Death of a Dancing Lady									Britain - England				DKM Snell						
509	Harrison	Ray		1988.0	Harvest of Death									Britain - England				DKM Snell						
510	Harrison	Ray		1991.0	Patently Murder									Britain - England				DKM Snell						
511	Harrison	Ray		1993.0	Murder in Petticoat Square									Britain - England				DKM Snell						
512	Harrison	Ray		1995.0	Hallmark of Murder									Britain - England				DKM Snell						
513	Harrison 	Raymond		1990.0	Shpere of Death									Britain - England				DKM Snell						
514	Harrod-Eagles	Cynthia		1991.0	Orchestrated Death									Britain - England				DKM Snell						
515	Harrod-Eagles	Cynthia		1992.0	Death Watch									Britain - England				DKM Snell						
516	Harrod-Eagles	Cynthia		1993.0	Death to Go									Britain - England				DKM Snell						
517	Harvey 	John		1960.0	Within and Without									Britain - England				DKM Snell						
518	Hastings	Michael		1960.0	The Frauds									Britain - England				DKM Snell						
519	Hatton 	Joseph		1878.0	Cruel London: a Novel									Britain - England				DKM Snell						
520	Haviland	Diana		1994.0	Stolen Spendours									America				DKM Snell						
521	Hawksley	Elizabeth		1997.0	The Cabochon Emerald									America				DKM Snell						
522	Hawthorne	Nathaniel	loc.ark:/13960/t1kh13g69	1863.0	Our Old Home									America				DKM Snell					1863	Our old home/Hawthorne, Nathaniel,
523	Hay	Ian	wu.89059837211	1919.0	Tilly of Bloomsbury									British				DKM Snell	real name: John Hay Beith				1922	Tilly of Bloomsbury;/Hay, Ian.
524	Hayes	Douglas		1973.0	Quite a Good Address									Britain - England				DKM Snell						
525	Hays	Anthony		1993.0	Murder on the Twelfth Night									America				DKM Snell						
526	Headley	Victor	uc1.32106010226865	1992.0	Yardie									Jamaica - English				DKM Snell					1992	Yardie/Headley, Victor.
527	Headley	Victor	mdp.39015033263883	1993.0	Excess									Jamaica - English				DKM Snell					1994	Excess/Headley, Victor.
528	Headley	Victor		1994.0	Yush!									Jamaica - English				DKM Snell						
529	Headley	Victor	uc1.32106013832966	1995.0	Fetish									Jamaica - English				DKM Snell					1995	Fetish/Headley, Victor
530	Headley	Victor	uc1.32106013833105	1997.0	Here Comes the Bride									Jamaica - English				DKM Snell					1997	Here comes the bride/Headley, Victor
531	Headley	Victor		1999.0	The Best Man									Jamaica - English				DKM Snell						
532	Healy	John		1990.0	Streets Above Us									Britain - England				DKM Snell						
533	Heath	Catherine	inu.30000038737031	1984.0	Behaving Badly									Britain - England				DKM Snell					1993	Behaving badly/Heath, Catherine.
534	Heller	Keith	uc1.b4446358	1985.0	Man's Storm: a Story of London's Parish Watch, 1703									America				DKM Snell					1986	Man's storm/Heller, Keith.
535	Henderson	Lauren		1997.0	The Black Rubber Dress									Britain - England				DKM Snell						
536	Henery	Robert		1942.0	A Village in Piccadilly									France				DKM Snell						
537	Henrey	Robert	uc1.$b84103	1944.0	The Incredible City									France				DKM Snell					1944	The incredible city/Mrs., Henrey, Robert,
538	Henrey	Robert	inu.32000009471386	1946.0	The Siege of London									France				DKM Snell					1946	The siege of London/Mrs., Henrey, Robert,
539	Henrey	Robert	uc1.$b83620	1951.0	Paloma									France				DKM Snell					1955	Paloma/Mrs., Henrey, Robert,
540	Henrey	Robert		1955.0	Bloomsbury Fair									France				DKM Snell						
541	Henrey	Robert	uc1.$b747310	1969.0	London Under Fire									France				DKM Snell					1969	London under fire, 1940-45/Mrs., Henrey, Robert,
542	Henty	G. A.	uc2.ark:/13960/t2g737q2h	1954.0	When London Burned: a Story of Restoration Times and the Great Fire									Britain - England				DKM Snell	original publication: 1895				1895	When London burned/Henty, G. A. (George Alfred),
543	Herbert	James		1996.0	48									Britain - England				DKM Snell						
544	Hervey	Evelyn		1984.0	The Governess									Britain - England				DKM Snell	real name: HRF Keating					
545	Hessayon	Joan		1989.0	Lady From St. Louis									America				DKM Snell						
546	Hewett	Hilda		1950.0	The Desert Shall Rejoice									Unknown				DKM Snell						
547	Hichens	Robert	uc2.ark:/13960/t45q4th39	1897.0	Flames: a London Phantasy									Britain - England				DKM Snell					1897	Flames/Hichens, Robert Smythe,
548	Hichens	Robert	coo1.ark:/13960/t2b85t851	1898.0	The Londoners: an Absurdity									Britain - England				DKM Snell					1898	The Londoners/Hichens, Robert Smythe,
549	Higson	Charles		1994.0	Happy Now									Britain - England				DKM Snell						
550	Higson	Charles		1995.0	Full Whack									Britain - England				DKM Snell						
551	Higson	Charles		1996.0	Getting Rid of Mister Kitchen									Britain - England				DKM Snell						
552	Hill	Robert H.	uc1.$b281774	1934.0	Tales of the Jesters	%	Fiction-Novel											Literary London	Volume 7, issue 2, Nicola Barker's Darkness, Huw Marsh	Patrick Evans			1934	Tales of the jesters/(Robert Henry), Hill, Robert H.
553	Hill	Susan	mdp.39015029208397	1992.0	The Mist in the Mirror									Britain - England				DKM Snell					1992	The mist in the mirror/Hill, Susan,
554	Hinde	Thomas	mdp.39015016435763	1957.0	Happy as Larry									Britain - England				DKM Snell					1957	Happy as Larry/Hinde, Thomas,
555	Hinde	Thomas		1970.0	Bird									Britain - England				DKM Snell						
556	Hobhouse	Christina		1967.0	The Gooseberry Bush									Britain - England				DKM Snell						
557	Hocker	Karla		1991.0	The Impertinent Miss Bancroft									Germany				DKM Snell						
558	Hodgman 	Helen		1989.0	Broken Words									Australia				DKM Snell						
559	Holland	Thomas		1996.0	Supping with Panthers									Britain - England				DKM Snell						
560	Hollinghurst	Alan		1988.0	The Swimming-pool Library									Britain - England				DKM Snell						
561	Holt	Emily S. 		1884.0	The Lord Mayor: a Tale of London in 1384									Britain - England				DKM Snell						
562	Hope-Simpson	Jacynth		1962.0	The Great Fire									Unknown				DKM Snell						
563	Horler	Sydney		1933.0	The Formula: a Novel of Harley Street									Britain - England				DKM Snell						
564	Hoult	Norah		1954.0	Journey into Print									Ireland				DKM Snell						
565	Howard	Elizabeth Jane	mdp.39015024878202	1970.0	Something in Disguise									Britain - England				DKM Snell					1969	Something in disguise/Howard, Elizabeth Jane.
566	Hughes	Zachary		1981.0	Fortress London									American				DKM Snell						
567	Hulse	Timothy		1990.0	The Trouble with Orchids									Britain - England				DKM Snell						
568	Hume	Fergus W. 	coo1.ark:/13960/t9183v91b	1892.0	Aladdin in London: a Romance									Britain - England				DKM Snell					1892	Aladdin in London/Hume, Fergus,
569	Hume	Fergus W. 	wu.89014293799	1899.0	The Silent House in Pimlico: a Detective Story									Britain - England				DKM Snell					1899	The silent house in Pimlico/Hume, Fergus,
570	Hume	Fergus W. 	wu.89014040836	1900.0	A Traitor in London									Britain - England				DKM Snell					1900	A traitor in London/Hume, Fergus,
571	Hume	Fergus W. 		1905.0	Lady Jim of Curzon Street: a Novel									Britain - England				DKM Snell						
572	Hunt	Chris		1986.0	Street Lavender									Britain - England				DKM Snell						
573	Hurry	Alfred		1928.0	Mayfair Lou									Britain - Scotland				DKM Snell						
574	Hutchinson	Horace Gordon		1924.0	Mr. Punt of Chelsea									Britain - England				DKM Snell						
575	Hutchinson	R.C.		1949.0	Elephant and Castle									Britain - England				DKM Snell						
576	Huxley	Aldous	mdp.39015029498956	1923.0	Antic Hay									Britain - England				DKM Snell					1923	Antic hay/Huxley, Aldous,
577	Hyder	Qurratulain		1955.0	The Exiles									India				DKM Snell						
578	Ilori	Remi	inu.30000038198788	1993.0	Bisi									Nigeria				DKM Snell					1993	Bisi/Ilori, Remi.
579	Islam	Syed Manzurul		1997.0	The Mapmakers of Spitalfields									Bangladesh				DKM Snell						
580	Jacubowski	Maxim		1994.0	London Noir									Britain - England				DKM Snell	Edited collection					
581	James	Henry	uc2.ark:/13960/t5n87438b	1886.0	The Princess Casamassima									America				DKM Snell					1886	The Princess Casamassima;/James, Henry,
582	James	Charles Thomas Clement		1896.0	Where Thames is Wide: a Romance of the Last Century									Britain - England				DKM Snell						
583	James	Gertie de Wentworth		1909.0	Diana of West Kensington									Unknown				DKM Snell						
584	James	Phyllis Dorothy 		1986.0	A Taste for Death									Britain - England				DKM Snell						
585	James	Henry		1989.0	London Stories and Other Writings									America				DKM Snell						
586	James 	Phyllis Dorothy 		1971.0	Shroud for a Nightingale									America				DKM Snell						
587	Jameson	Storm Jameson	uc1.$b103834	1962.0	The Road from the Monument 									Britain - England				DKM Snell					1962	The road from the monument/Jameson, Storm,
588	Jameson	Storm Jameson	mdp.39015014861531	1968.0	The Early Life of Stephen Hind									Britain - England				DKM Snell					1966	The early life of Stephen Hind/Jameson, Storm,
589	Jameson	Storm Jameson	uc1.$b300990	1984.0	Love in Winter									Britain - England				DKM Snell					1935	Love in winter/Jameson, Storm,
590	Jerome	Jerome K		1902.0	Paul Kelver. A Novel													Literary London	Kate Macdonald. Vol. 9, No. 1 (March 2011)	EE				
591	Jerrold	Ianthe Bridgman		1947.0	Love in London									Unknown				DKM Snell						
592	Johnson	Pamela Hansford	mdp.39015014138427	1935.0	The Bed Thy Centre									Britain - England				DKM Snell					1961	This bed thy centre/Johnson, Pamela Hansford,
593	Johnson	Pamela Hansford		1937.0	Here Today									Britain - England				DKM Snell						
594	Johnson	Pamela Hansford		1937.0	World's End									Britain - England				DKM Snell						
595	Johnson	Pamela Hansford		1938.0	The Monument									Britain - England				DKM Snell						
596	Johnson	Pamela Hansford	mdp.39015030754231	1949.0	The Philistines									Britain - England				DKM Snell					1949	The Philistines/Johnson, Pamela Hansford,
597	Johnson	Pamela Hansford	mdp.39015011679266	1954.0	An Impossible Marriage									Britain - England				DKM Snell					1954	An impossible marriage/Johnson, Pamela Hansford,
598	Johnson	Pamela Hansford	uc1.$b242793	1959.0	The Humbler Creation									Britain - England				DKM Snell					1959	The humbler creation/Johnson, Pamela Hansford,
599	Johnson	Pamela Hansford		1962.0	An Error of Judgment									Britain - England				DKM Snell						
600	Johnson	Bryan Stanley	mdp.39015060000109	1964.0	Albert Angelo									Britain - England				DKM Snell					1987	Albert Angelo/(Bryan Stanley), Johnson, B. S.
601	Johnson	Samuel	mdp.39015042157993	1997.0	Gabriel's Ladder									Britain - England				DKM Snell					1997	Gabriel's ladder/Johnson, Samuel,
602	Jones	Cordelia	uc1.b3406875	1964.0	Nobody's Garden									Britain - England				DKM Snell					1966	Nobody's garden/Jones, Cordelia.
603	Jones	John Peter		1964.0	The Feather Pluckers									Unknown				DKM Snell						
604	Jones	Mervyn		1966.0	John and Mary									Britain - England				DKM Snell						
605	Jones	Mervyn	mdp.39015030751658	1973.0	Holding On									Britain - England				DKM Snell					1973	Holding on/Jones, Mervyn.
606	Jones	Elwyn		1975.0	The Ripper File									Britain - Wales				DKM Snell						
607	Jones	Mervyn		1977.0	Nobody's Fault									Britain - England				DKM Snell						
608	Jones	Mervyn		1979.0	The Bearutiful Words									Britain - England				DKM Snell						
609	Jones	Mervyn		1980.0	A Short Time to Live: a Novel									Britain - England				DKM Snell						
610	Jones	Mervyn		1985.0	Joanna's Luck									Britain - England				DKM Snell						
611	Jones	Rhodri		1985.0	Hillsden Riots									Britain - Wales				DKM Snell						
612	Jones	Merle		1990.0	Lottie Casanova									Unknown				DKM Snell						
613	Jones	Russell Celyn		1998.0	The Eros Hunter									Russell Celyn				DKM Snell						
614	Jones 	Mark		1990.0	Invasion of the Rubbernecks: Spine Chilling Times in Soho									Unknown				DKM Snell						
615	Juliusburger	Susanna		1974.0	Beginnings									Unknown				DKM Snell						
616	Katiyo	Wilson	mdp.39015049864096	1979.0	Going to Heaven									Zimbabwe				DKM Snell					1982	Going to heaven/Katiyo, Wilson.
617	Kavanagh	Julia	uc2.ark:/13960/t78s4tc10	1856.0	Rachel Gray: a Tale Founded on Fact									Ireland				DKM Snell					1856	Rachel Gray/Kavanagh, Julia,
618	Keary	Mrs. M		1888.0	Sunshine at Last: a Tale of London Life									Unknown				DKM Snell						
619	Keating	P. J.		1971.0	Working-class Stories of the 1980s									Britain - England				DKM Snell						
620	Keating	Henry R. F.		1997.0	In Kensington Gardens Once									Britain - England				DKM Snell						
621	Keating 	Henry R. F. 		1978.0	Long Walk to Wimbledon									Britain - England				DKM Snell						
622	Keeling	Annie E	uc1.b2800528	1886.0	Andrew Golding: a Tale of the Great Plague									Unknown				DKM Snell					    	Andrew Golding/Keeling, Annie E.
623	Keene	Mary		1983.0	Mrs. Donald									Unknown				DKM Snell						
624	Kennaway	James	mdp.39015049862462	1963.0	The Bells of Shoreditch									Britain - Scotland				DKM Snell					1981	The bells of Shoreditch/Kennaway, James,
625	Kennedy	Lena		1979.0	Maggie									Britain - England				DKM Snell						
626	Kennedy	Lena		1980.0	Autumn Alley									Britain - England				DKM Snell						
627	Kennedy	Lena		1982.0	Lizzie									Britain - England				DKM Snell						
628	Kennedy	Lena		1983.0	Lady Penelope									Britain - England				DKM Snell						
629	Kennedy	Lena		1984.0	Susan									Britain - England				DKM Snell						
630	Kennedy	Lena		1985.0	Lily, My Lovely									Britain - England				DKM Snell						
631	Kennedy	Lena		1986.0	Down Our Street									Britain - England				DKM Snell						
632	Kennedy	Lena		1987.0	The Dandelion Seed									Britain - England				DKM Snell						
633	Kennedy	Lena		1991.0	Nelly Kelly									Britain - England				DKM Snell						
634	Kennett	Frances		1989.0	Lady Jazz									Britain - England				DKM Snell						
635	Kersh	Gerald	uc1.$b102104	1947.0	Prelude to a Certain Midnight									Britain - England				DKM Snell					1947	Prelude to a certain midnight/Kersh, Gerald,
636	Kersh	Gerald	mdp.39015053483148	1960.0	Fowler's End									Britain - England				DKM Snell					2001	Fowler's End/Kersh, Gerald,
