	author	volumes	weight	pub_date_avg	books	wordcount	ethnicity	corpus
2212	Jesse, F. Tennyson	5.0	1.0	1916.2	5	488312		Hathi
2072	Hudson, W. H. (William Henry),	5.0	1.0	1925.0	5	459111		Hathi
2148	Isherwood, Christopher,	5.0	1.0	1935.8	5	310638		Hathi
1542	Gaunt, Mary,	5.0	1.0	1913.0	5	533745		Hathi
3196	Peard, Frances Mary,	5.0	1.0	1893.4	5	311557		Hathi
4374	Wodehouse, P. G. (Pelham Grenville),	5.0	1.0	1930.6	5	596475		Hathi
1689	Greene, Robert,	5.0	1.0	1904.4	5	158155		Hathi
32	(John Boynton), Priestley, J. B.	5.0	1.0	1933.0	5	694190		Hathi
2727	Marsh, Richard,	5.0	1.0	1903.4	5	611988		Hathi
267	Baron, Dunsany, Edward John Moreton Drax Plunkett,	5.0	1.0	1933.6	5	367868		Hathi
665	Cambridge, Ada,	5.0	1.0	1895.8	5	366304		Hathi
2938	Morand, Paul,	5.0	1.0	1926.6	5	242496		Hathi
4418	Yeats, W. B.	5.0	1.0	1904.0	5	317201		Hathi
1982	Hocking, Joseph,	5.0	1.0	1904.6	5	615641		Hathi
1644	Gould, Frederick James,	5.0	1.0	1909.0	5	327165		Hathi
3601	Sayers, Dorothy L. (Dorothy Leigh),	5.0	1.0	1931.6	5	1482012		Hathi
2160	Jacobs, Joseph,	5.0	1.0	1893.6	5	392216		Hathi
2730	Marshall, Archibald,	5.0	1.0	1913.6	5	723166		Hathi
1266	Eliot, George,	5.0	1.0	1917.0	5	1200340		Hathi
3748	Smith, Albert,	4.0	1.0	1890.25	4	931471		Hathi
2070	Hudson, Stephen,	4.0	1.0	1921.5	4	233750		Hathi
1123	Diehl, Alice M.	4.0	1.0	1890.75	4	210709		Hathi
1060	De Morgan, William,	4.0	1.0	1909.5	4	1131203		Hathi
4128	Underhill, Evelyn,	4.0	1.0	1906.25	4	381938		Hathi
2782	Maurois, André,	4.0	1.0	1924.5	4	231822		Hathi
500	Boyle, Frederick,	4.0	1.0	1884.5	4	271441		Hathi
3915	Stuart, Francis,	4.0	1.0	1936.0	4	425395		Hathi
3809	Spenser, Edmund,	4.0	1.0	1906.0	4	238227		Hathi
2916	Montaigne, Michel de,	4.0	1.0	1918.5	4	870770		Hathi
1874	Hauptmann, Gerhart,	4.0	1.0	1923.5	4	220227		Hathi
3747	Smedley, Frank E.	4.0	1.0	1893.75	4	894196		Hathi
2161	Jacobs, W. W.	4.0	1.0	1903.5	4	268983		Hathi
3023	Nesbit, E.	4.0	1.0	1909.5	4	311662		Hathi
459	Bojer, Johan,	4.0	1.0	1920.0	4	335531		Hathi
2038	Horniman, Roy,	4.0	1.0	1907.75	4	464037		Hathi
2928	Moore, Frank Frankfort,	4.0	1.0	1906.5	4	331881		Hathi
840	Coleman, John,	4.0	1.0	1891.0	4	369404		Hathi
842	Coleridge, Mary E.	4.0	1.0	1903.25	4	471307		Hathi
1044	Dawson, A. J.	4.0	1.0	1907.0	4	401067		Hathi
3712	Sinclair, May.	4.0	1.0	1922.5	4	281803		Hathi
2181	Jameson, Storm,	4.0	1.0	1926.25	4	381736		Hathi
3040	Newman, John Henry,	4.0	1.0	1889.75	4	489022		Hathi
815	Clifford, Hugh Charles,	4.0	1.0	1902.75	4	414457		Hathi
2174	James, M. R. (Montague Rhodes),	4.0	1.0	1930.25	4	336991		Hathi
488	Bourget, Paul,	4.0	1.0	1904.5	4	302174		Hathi
3905	Street, G. S.	4.0	1.0	1900.25	4	188053		Hathi
3906	Street, George Slythe,	4.0	1.0	1894.5	4	138776		Hathi
3726	Sir, Walpole, Hugh,	4.0	1.0	1932.5	4	500839		Hathi
2360	Kuprin, A. I.	4.0	1.0	1915.0	4	366313		Hathi
977	Cunningham, H. S.	4.0	1.0	1891.5	4	338471		Hathi
887	Cooper, James Fenimore,	4.0	1.0	1915.75	4	838329		Hathi
3908	Stretton, Hesba,	4.0	1.0	1890.5	4	416037		Hathi
3573	Sala, George Augustus,	4.0	1.0	1886.5	4	770074		Hathi
2023	Hon., Sackville-West, Edward,	4.0	1.0	1929.5	4	596949		Hathi
3566	Safroni-Middleton, A.	4.0	1.0	1917.0	4	480806		Hathi
2957	Morrison, Arthur,	4.0	1.0	1902.5	4	364398		Hathi
3631	Sedgwick, Anne Douglas,	4.0	1.0	1907.75	4	375398		Hathi
3776	Snorri Sturluson,	4.0	1.0	1905.25	4	563554		Hathi
3110	Ollivant, Alfred,	4.0	1.0	1914.25	4	306198		Hathi
667	Cameron, Verney Lovett,	4.0	1.0	1895.5	4	297614		Hathi
4021	Thomas, Annie,	4.0	1.0	1887.25	4	412809		Hathi
647	Cabell, James Branch,	4.0	1.0	1924.0	4	310899		Hathi
1967	Hind, C. Lewis	4.0	1.0	1905.25	4	175777		Hathi
3088	O'Grady, Standish,	4.0	1.0	1899.75	4	258414		Hathi
688	Carleton, William,	4.0	1.0	1893.25	4	603052		Hathi
934	Craik, Georgiana M.	4.0	1.0	1886.25	4	199416		Hathi
2310	Kilpatrick, Florence A. (Florence Antoinette),	4.0	1.0	1936.25	4	294227		Hathi
2308	Kielland, Alexander Lange,	4.0	1.0	1889.5	4	231821		Hathi
2835	Melville, Herman,	4.0	1.0	1919.0	4	521412		Hathi
1950	Hichens, Robert Smythe,	4.0	1.0	1928.25	4	699217		Hathi
613	Bunyan, John,	4.0	1.0	1914.25	4	533936		Hathi
2843	Merezhkovsky, Dmitry Sergeyevich,	4.0	1.0	1916.0	4	563862		Hathi
610	Bullock, Shan F.,	4.0	1.0	1902.25	4	387892		Hathi
910	Couperus, Louis,	4.0	1.0	1912.5	4	257172		Hathi
2078	Hugo, Victor,	4.0	1.0	1895.25	4	516221		Hathi
3943	Sutherland, Joan,	4.0	1.0	1917.5	4	490807		Hathi
2222	Johnson, R. Brimley (Reginald Brimley),	4.0	1.0	1928.0	4	278232		Hathi
763	Chetwynd, Henry Wayland,	4.0	1.0	1888.5	4	212449		Hathi
3948	Swan, Annie S.,	4.0	1.0	1897.75	4	220742		Hathi
3950	Swettenham, Frank Athelstane,	4.0	1.0	1900.0	4	319613		Hathi
3044	Nichols, Beverley,	4.0	1.0	1931.0	4	335767		Hathi
3955	Swynnerton, Charles.	4.0	1.0	1907.75	4	598905		Hathi
3669	Shelley, Percy Bysshe,	4.0	1.0	1892.75	4	584876		Hathi
2117	Hyatt, Stanley Portal,	4.0	1.0	1911.5	4	341056		Hathi
3579	Saltykov, Mikhail Evgrafovich,	4.0	1.0	1926.5	4	398788		Hathi
2227	Johnston, Mary,	4.0	1.0	1920.25	4	714849		Hathi
1191	Du Boisgobey, Fortuné,	4.0	1.0	1885.5	4	434292		Hathi
3658	Shaw, Bernard,	4.0	1.0	1928.75	4	628737		Hathi
2237	Jones, Henry Festing,	4.0	1.0	1915.25	4	373407		Hathi
949	Cripps, Arthur Shearly,	4.0	1.0	1914.75	4	225155		Hathi
2882	Mills, John,	4.0	1.0	1889.25	4	232078		Hathi
1174	Dowson, Ernest Christopher,	4.0	1.0	1895.5	4	258949		Hathi
2777	Maugham, W. Somerset	4.0	1.0	1901.75	4	361926		Hathi
3056	Nisbet, Hume,	4.0	1.0	1897.5	4	440767		Hathi
701	Carroll, Lewis,	4.0	1.0	1906.25	4	642994		Hathi
2898	Mitton, G. E.	4.0	1.0	1906.25	4	350569		Hathi
2104	Hutchinson, Horace G.	4.0	1.0	1907.0	4	337715		Hathi
1406	Flaubert, Gustave,	4.0	1.0	1899.25	4	538218		Hathi
3444	Richards, Grant,	4.0	1.0	1919.5	4	418357		Hathi
3307	Price, Eleanor C.	4.0	1.0	1893.0	4	282199		Hathi
2480	Leslie, Shane,	4.0	1.0	1927.0	4	344240		Hathi
76	Addison, Joseph,	4.0	1.0	1888.0	4	165376		Hathi
4298	Whishaw, Frederick.	4.0	1.0	1896.75	4	328055		Hathi
3299	Pratt, Ambrose,	4.0	1.0	1906.25	4	410440		Hathi
2579	Lyall, Edna,	4.0	1.0	1887.75	4	373675		Hathi
62	Ackworth, John.	4.0	1.0	1897.75	4	400636		Hathi
4268	Wells, H. G. (Herbert George),	4.0	1.0	1922.5	4	671433		Hathi
3437	Reynolds, George W. M.	4.0	1.0	1884.75	4	1031670		Hathi
323	Beckford, William,	4.0	1.0	1898.25	4	307826		Hathi
1472	Frederic, Harold,	4.0	1.0	1895.25	4	365000		Hathi
4250	Waugh, Alec,	4.0	1.0	1926.5	4	453556		Hathi
1696	Greg, Percy,	4.0	1.0	1881.0	4	371386		Hathi
2442	Le Sage, Alain René,	4.0	1.0	1887.5	4	590511		Hathi
1460	Frankau, Julia,	4.0	1.0	1911.0	4	435909		Hathi
2435	Le Fanu, Joseph Sheridan,	4.0	1.0	1888.75	4	438632		Hathi
1683	Green, Julien,	4.0	1.0	1930.5	4	354208		Hathi
1452	Francillon, R. E.	4.0	1.0	1889.0	4	598687		Hathi
3459	Riley, W. (William),	4.0	1.0	1921.0	4	453694		Hathi
2634	Machen, Arthur,	4.0	1.0	1911.75	4	307035		Hathi
2598	Maartens, Maarten,	4.0	1.0	1897.75	4	574350		Hathi
2630	Macfall, Haldane,	4.0	1.0	1903.25	4	516619		Hathi
3466	Ritchie, Anne Thackeray,	4.0	1.0	1898.75	4	465521		Hathi
399	Bindloss, Harold,	4.0	1.0	1908.5	4	509935		Hathi
260	Barlow, Jane,	4.0	1.0	1901.5	4	287285		Hathi
1526	Garnett, Richard,	4.0	1.0	1904.25	4	446542		Hathi
2714	Marks, Mary A. M.	4.0	1.0	1888.5	4	383832		Hathi
1813	Hamsun, Knut,	4.0	1.0	1915.75	4	340911		Hathi
4389	Woolf, Virginia,	4.0	1.0	1929.0	4	683895		Hathi
4386	Woods, Margaret L.	4.0	1.0	1903.25	4	258353		Hathi
1608	Glyn, Elinor,	4.0	1.0	1909.5	4	277042		Hathi
2677	Malet, Lucas,	4.0	1.0	1902.0	4	536321		Hathi
2686	Malory, Thomas, Sir,	4.0	1.0	1927.25	4	915413		Hathi
1630	Goncourt, Edmond de,	4.0	1.0	1901.5	4	295890		Hathi
3232	Philips, F. C.	4.0	1.0	1887.25	4	274829		Hathi
1761	Gwynn, Stephen Lucius,	4.0	1.0	1904.0	4	314338		Hathi
175	Ashton, John,	4.0	1.0	1888.5	4	323488		Hathi
4414	Wägner, Wilhelm,	4.0	1.0	1899.75	4	530860		Hathi
3369	Radcliffe, Ann Ward,	4.0	1.0	1914.25	4	849613		Hathi
202	Ayscough, John,	4.0	1.0	1914.0	4	323087		Hathi
2566	Lubbock, Percy,	4.0	1.0	1919.0	4	327953		Hathi
2701	Manzoni, Alessandro,	4.0	1.0	1908.0	4	1125520		Hathi
97	Alcock, Deborah,	4.0	1.0	1893.25	4	544462		Hathi
210	Baerlein, Henry,	4.0	1.0	1926.75	4	374287		Hathi
1646	Gould, Nathaniel,	4.0	1.0	1909.0	4	294796		Hathi
2707	Marguerite,	4.0	1.0	1898.0	4	454420		Hathi
224	Baker, Sarah S.	4.0	1.0	1893.25	4	139116		Hathi
2569	Lucas, E. V. (Edward Verrall),	4.0	1.0	1930.0	4	214991		Hathi
1755	Gunn, Jeannie,	4.0	1.0	1906.75	4	197325		Hathi
2496	Lewis, Wyndham,	4.0	1.0	1929.5	4	555383		Hathi
236	Balzac, Honoré de,	4.0	1.0	1921.5	4	436447		Hathi
2413	Lauder, Thomas Dick,	4.0	1.0	1881.75	4	872376		Hathi
1501	Gaboriau, Emile,	4.0	1.0	1886.0	4	1248613		Hathi
1727	Grimm, Jacob,	4.0	1.0	1898.0	4	652646		Hathi
1728	Grimmelshausen, Hans Jakob Christoph von,	4.0	1.0	1915.0	4	751164		Hathi
1701	Gregory,	4.0	1.0	1908.5	4	291213		Hathi
1723	Griffiths, Arthur,	4.0	1.0	1886.0	4	382477		Hathi
1871	Hatton, Joseph,	4.0	1.0	1884.0	4	316862		Hathi
2620	Macaulay, Rose,	4.0	1.0	1920.0	4	278258		Hathi
4179	Voltaire,	4.0	1.0	1910.0	4	452020		Hathi
3731	Sitwell, Sacheverell,	3.0	1.0	1931.3333333333333	3	156590		Hathi
1189	Drummond, Hamilton,	3.0	1.0	1908.0	3	330699		Hathi
851	Collins, Mortimer,	3.0	1.0	1882.0	3	354011		Hathi
2101	Hussey, Eyre.	3.0	1.0	1906.0	3	390994		Hathi
2100	Hurst, Fannie,	3.0	1.0	1926.0	3	389637		Hathi
4309	Whitechurch, Victor L.	3.0	1.0	1914.3333333333333	3	214070		Hathi
3396	Raymond, Walter,	3.0	1.0	1913.3333333333333	3	196901		Hathi
865	Compton, Herbert,	3.0	1.0	1903.3333333333333	3	364879		Hathi
3496	Roby, John,	3.0	1.0	1909.6666666666667	3	480344		Hathi
2653	Maclaren, Ian,	3.0	1.0	1896.6666666666667	3	317247		Hathi
1417	Fogazzaro, Antonio,	3.0	1.0	1899.6666666666667	3	359210		Hathi
3870	Steuart, John A.	3.0	1.0	1903.6666666666667	3	411296		Hathi
4003	Tennyson, Alfred Tennyson,	3.0	1.0	1893.6666666666667	3	197809		Hathi
3063	Norris, Frank,	3.0	1.0	1908.0	3	254793		Hathi
2379	Laffan, May.	3.0	1.0	1884.3333333333333	3	468502		Hathi
4321	Wiggin, Kate Douglas Smith,	3.0	1.0	1906.0	3	155467		Hathi
1810	Hamilton, Rowan.	3.0	1.0	1891.3333333333333	3	174896		Hathi
3641	Sergeant, Adeline,	3.0	1.0	1895.3333333333333	3	268299		Hathi
3184	Patterson, J. H.	3.0	1.0	1908.3333333333333	3	238956		Hathi
1185	Dreiser, Theodore,	3.0	1.0	1929.6666666666667	3	822193		Hathi
3267	Plotinus.	3.0	1.0	1917.0	3	316723		Hathi
4159	Verne, Jules,	3.0	1.0	1895.0	3	240624		Hathi
2710	Marie,	3.0	1.0	1909.3333333333333	3	175192		Hathi
2875	Mille, Pierre,	3.0	1.0	1914.3333333333333	3	130858		Hathi
2708	Margueritte, Paul,	3.0	1.0	1905.6666666666667	3	423266		Hathi
959	Cronin, Bernard.	3.0	1.0	1920.0	3	357694		Hathi
3491	Robinson, F. W.	3.0	1.0	1888.6666666666667	3	187606		Hathi
860	Colum, Padraic,	3.0	1.0	1924.0	3	162056		Hathi
3517	Rosegger, Peter,	3.0	1.0	1908.0	3	285636		Hathi
3380	Randolph,	3.0	1.0	1882.0	3	175469		Hathi
2154	Jacks, L. P.	3.0	1.0	1918.3333333333333	3	212717		Hathi
4287	Westrup, Margaret.	3.0	1.0	1906.6666666666667	3	285771		Hathi
1247	Edwards, Annie,	3.0	1.0	1894.0	3	451850		Hathi
1965	Hilton, James,	3.0	1.0	1931.3333333333333	3	296870		Hathi
286	Bartimeus.	3.0	1.0	1918.3333333333333	3	196711		Hathi
3294	Powys, John Cowper,	3.0	1.0	1932.3333333333333	3	540754		Hathi
3854	Stendhal,	3.0	1.0	1913.3333333333333	3	688562		Hathi
2645	Mackenzie, Compton,	3.0	1.0	1915.0	3	475389		Hathi
2944	Morgan, Charles,	3.0	1.0	1926.6666666666667	3	374458		Hathi
4291	Wharton, Edith,	3.0	1.0	1907.3333333333333	3	261477		Hathi
476	Borrow, George Henry,	3.0	1.0	1905.3333333333333	3	831681		Hathi
1045	Dawson, Alec John,	3.0	1.0	1905.0	3	370703		Hathi
475	Borden, Mary.	3.0	1.0	1930.6666666666667	3	347304		Hathi
1509	Galt, John,	3.0	1.0	1921.3333333333333	3	226245		Hathi
3609	Schreiner, Olive,	3.0	1.0	1916.0	3	339555		Hathi
66	Adams, Arthur Henry,	3.0	1.0	1910.3333333333333	3	278069		Hathi
3071	Noyes, Alfred,	3.0	1.0	1923.0	3	180976		Hathi
2941	More, Thomas,	3.0	1.0	1894.6666666666667	3	485713		Hathi
68	Adams, Francis William Lauderdale,	3.0	1.0	1894.6666666666667	3	235618		Hathi
1885	Hay, Ian.	3.0	1.0	1918.6666666666667	3	234082		Hathi
1513	Ganguli, Taraknath,	3.0	1.0	1928.3333333333333	3	212805		Hathi
4023	Thomas, Edward,	3.0	1.0	1914.3333333333333	3	108038		Hathi
271	Barr, Amelia Edith Huddleston,	3.0	1.0	1895.6666666666667	3	311526		Hathi
658	Caine, William,	3.0	1.0	1911.3333333333333	3	327147		Hathi
1750	Gueullette, Thomas-Simon,	3.0	1.0	1896.0	3	334213		Hathi
3502	Rolfe, Frederick,	3.0	1.0	1913.3333333333333	3	320079		Hathi
2269	Keary, Annie,	3.0	1.0	1895.0	3	555883		Hathi
3622	Scott, Walter, Sir,	3.0	1.0	1932.3333333333333	3	775455		Hathi
3625	Scully, W. C.	3.0	1.0	1899.6666666666667	3	227635		Hathi
78	Aesop.	3.0	1.0	1913.3333333333333	3	163054		Hathi
3867	Stern, G. B.	3.0	1.0	1917.3333333333333	3	468992		Hathi
3499	Rodziewiczówna, Maria,	3.0	1.0	1900.6666666666667	3	247609		Hathi
1555	Gerhardie, William Alexander,	3.0	1.0	1926.6666666666667	3	270232		Hathi
2880	Millin, Sarah Gertrude Liebson,	3.0	1.0	1931.6666666666667	3	244950		Hathi
2921	Montrésor, F. F.	3.0	1.0	1899.6666666666667	3	341377		Hathi
167	Asch, Sholem,	3.0	1.0	1934.6666666666667	3	732553		Hathi
823	Clouston, W. A.	3.0	1.0	1888.3333333333333	3	330323		Hathi
4367	Wingfield, Lewis,	3.0	1.0	1884.0	3	368314		Hathi
2210	Jerrold, Walter,	3.0	1.0	1901.0	3	175209		Hathi
162	Arnold, Edwin,	3.0	1.0	1893.3333333333333	3	171752		Hathi
161	Arnold, Edwin Lester Linden,	3.0	1.0	1887.6666666666667	3	221336		Hathi
2019	Holtby, Winifred,	3.0	1.0	1934.3333333333333	3	349657		Hathi
3708	Simpson, Helen,	3.0	1.0	1933.3333333333333	3	475801		Hathi
2208	Jerrold, Douglas William,	3.0	1.0	1890.6666666666667	3	320248		Hathi
3346	Putnam Weale, B. L.	3.0	1.0	1913.0	3	367217		Hathi
3900	Straparola, Giovanni Francesco,	3.0	1.0	1898.3333333333333	3	299485		Hathi
817	Clifford, W. K.,	3.0	1.0	1890.3333333333333	3	132536		Hathi
3221	Perrault, Charles,	3.0	1.0	1919.0	3	91796		Hathi
2778	Maugham, W. Somerset (William Somerset),	3.0	1.0	1934.0	3	647159		Hathi
1645	Gould, Nat.	3.0	1.0	1907.6666666666667	3	256398		Hathi
3034	Nevinson, Henry Woodd,	3.0	1.0	1905.3333333333333	3	167969		Hathi
3229	Petronius Arbiter.	3.0	1.0	1909.0	3	190990		Hathi
3926	Suffling, Ernest R.	3.0	1.0	1898.3333333333333	3	274543		Hathi
3924	Sudermann, Hermann,	3.0	1.0	1901.0	3	420628		Hathi
3327	Pryce, Richard,	3.0	1.0	1907.3333333333333	3	252247		Hathi
3691	Sichel, Edith Helen,	3.0	1.0	1901.0	3	396648		Hathi
3920	Sturgis, Julian,	3.0	1.0	1885.3333333333333	3	134144		Hathi
1619	Gogolʹ, Nikolaĭ Vasilʹevich,	3.0	1.0	1919.6666666666667	3	493075		Hathi
3694	Sidgwick, Ethel,	3.0	1.0	1914.3333333333333	3	290388		Hathi
2545	Longus.	3.0	1.0	1910.0	3	121529		Hathi
799	Clarke, Marcus Andrew Hislop,	3.0	1.0	1893.6666666666667	3	425181		Hathi
3911	Strindberg, August,	3.0	1.0	1913.3333333333333	3	219038		Hathi
131	Anderson, Sherwood,	3.0	1.0	1926.3333333333333	3	211656		Hathi
1407	Flecker, James Elroy,	3.0	1.0	1912.3333333333333	3	171041		Hathi
2525	Livingstone, W. P.	3.0	1.0	1916.6666666666667	3	362281		Hathi
1137	Diver, Maud,	3.0	1.0	1917.6666666666667	3	451763		Hathi
1408	Fleming, George,	3.0	1.0	1888.0	3	234306		Hathi
1254	Egerton, George,	3.0	1.0	1896.0	3	146896		Hathi
3655	Sharp, Evelyn,	3.0	1.0	1911.0	3	223984		Hathi
1172	Downey, Edmund,	3.0	1.0	1893.6666666666667	3	210071		Hathi
718	Castle, Egerton,	3.0	1.0	1896.6666666666667	3	504452		Hathi
1169	Dowling, Richard,	3.0	1.0	1885.0	3	126659		Hathi
2621	Macaulay, Rose, Dame.	3.0	1.0	1925.0	3	279281		Hathi
2506	Lie, Jonas Lauritz Idemil,	3.0	1.0	1894.0	3	131645		Hathi
725	Cazotte, Jacques,	3.0	1.0	1927.6666666666667	3	204203		Hathi
1081	Dehan, Richard,	3.0	1.0	1907.0	3	304131		Hathi
1163	Douglas, Norman,	3.0	1.0	1923.3333333333333	3	289082		Hathi
456	Bodkin, M. McDonnell	3.0	1.0	1902.6666666666667	3	312615		Hathi
2971	Muddock, Joyce Emmerson Preston,	3.0	1.0	1907.0	3	314651		Hathi
4344	Williamson, A. M.	3.0	1.0	1907.0	3	288641		Hathi
1398	Fitzgerald, Percy Hetherington,	3.0	1.0	1900.0	3	145458		Hathi
2895	Mitford, Bertram,	3.0	1.0	1901.6666666666667	3	292051		Hathi
3366	Rabelais, François,	3.0	1.0	1907.3333333333333	3	372475		Hathi
4182	Voynich, E. L.	3.0	1.0	1906.3333333333333	3	280725		Hathi
2516	Linskill, Mary,	3.0	1.0	1889.6666666666667	3	519032		Hathi
4410	Wyllarde, Dolf.	3.0	1.0	1908.0	3	373768		Hathi
1152	Dorling, H. Taprell	3.0	1.0	1916.3333333333333	3	372943		Hathi
184	Aulnoy,	3.0	1.0	1901.3333333333333	3	547229		Hathi
2661	Maeterlinck, Maurice,	3.0	1.0	1910.3333333333333	3	36717		Hathi
182	Atkinson, J. C.	3.0	1.0	1891.6666666666667	3	473683		Hathi
750	Charteris, Leslie,	3.0	1.0	1932.6666666666667	3	280558		Hathi
2692	Mann, Thomas,	3.0	1.0	1933.3333333333333	3	441162		Hathi
2691	Mann, Mary E.	3.0	1.0	1905.0	3	336574		Hathi
3711	Sinclair, Francis.	3.0	1.0	1908.3333333333333	3	307704		Hathi
4040	Thormanby.	3.0	1.0	1902.6666666666667	3	237274		Hathi
804	Cleeve, Lucas,	3.0	1.0	1899.6666666666667	3	225066		Hathi
3564	Sadleir, Michael,	3.0	1.0	1918.6666666666667	3	281074		Hathi
47	(Victor Sawdon), Pritchett, V. S.	3.0	1.0	1934.0	3	297489		Hathi
2325	Kingston, Charles.	3.0	1.0	1920.3333333333333	3	274536		Hathi
1888	Hayens, Herbert,	3.0	1.0	1896.6666666666667	3	349566		Hathi
3446	Richardson, Dorothy M.	3.0	1.0	1918.3333333333333	3	249482		Hathi
3445	Richards, James Brinsley,	3.0	1.0	1888.3333333333333	3	188517		Hathi
1860	Hartland, Edwin Sidney,	3.0	1.0	1896.0	3	211860		Hathi
1298	Erroll, Henry.	3.0	1.0	1889.3333333333333	3	203602		Hathi
2354	Kraszewski, Józef Ignacy,	3.0	1.0	1904.6666666666667	3	299767		Hathi
906	Coster, Charles de,	3.0	1.0	1921.3333333333333	3	271356		Hathi
3560	Sabatini, Rafael,	3.0	1.0	1910.6666666666667	3	388635		Hathi
1934	Hergesheimer, Joseph,	3.0	1.0	1929.6666666666667	3	288264		Hathi
2318	King, Richard Ashe,	3.0	1.0	1886.3333333333333	3	185942		Hathi
3102	O'Sullivan, Vincent,	3.0	1.0	1906.3333333333333	3	202712		Hathi
2764	Mathews, Basil,	3.0	1.0	1918.0	3	142714		Hathi
582	Browning, Robert,	3.0	1.0	1906.6666666666667	3	257872		Hathi
1936	Herman, Henry,	3.0	1.0	1896.0	3	200464		Hathi
3463	Rita.	3.0	1.0	1897.6666666666667	3	346317		Hathi
2077	Hughes, Thomas,	3.0	1.0	1894.3333333333333	3	272544		Hathi
3824	Stacpoole, H. De Vere	3.0	1.0	1904.0	3	184305		Hathi
4194	Wagner, Richard,	3.0	1.0	1908.6666666666667	3	217326		Hathi
1287	Emerson, P. H.	3.0	1.0	1894.3333333333333	3	177571		Hathi
2312	Kincaid, C. A.	3.0	1.0	1919.3333333333333	3	111402		Hathi
2834	Meinhold, Wilhelm,	3.0	1.0	1897.3333333333333	3	321171		Hathi
3449	Richardson, Henry Handel, pseud.	3.0	1.0	1931.6666666666667	3	814981		Hathi
2135	Ingoldsby, Thomas,	3.0	1.0	1892.0	3	540025		Hathi
946	Cresswell, Henry.	3.0	1.0	1888.3333333333333	3	259753		Hathi
530	Brierley, Benjamin,	3.0	1.0	1886.0	3	293902		Hathi
2423	Lawrence, D. H.	3.0	1.0	1915.0	3	433290		Hathi
358	Benson, Arthur Christopher,	3.0	1.0	1908.3333333333333	3	327237		Hathi
2127	Ibsen, Henrik,	3.0	1.0	1897.3333333333333	3	97056		Hathi
1919	Henham, Ernest George,	3.0	1.0	1911.6666666666667	3	551996		Hathi
3509	Romanov, Panteleĭmon,	3.0	1.0	1933.3333333333333	3	174590		Hathi
1920	Hennessey, David,	3.0	1.0	1907.6666666666667	3	291024		Hathi
2364	Kúnos, Ignácz,	3.0	1.0	1903.3333333333333	3	263260		Hathi
4120	Turquan, Joseph,	3.0	1.0	1911.3333333333333	3	355782		Hathi
529	Bridges, Roy,	3.0	1.0	1919.3333333333333	3	230909		Hathi
1458	Frank, Leonhard,	3.0	1.0	1931.0	3	142772		Hathi
4239	Watson, Gilbert,	3.0	1.0	1904.0	3	291662		Hathi
3528	Rowe, Richard,	3.0	1.0	1880.6666666666667	3	265535		Hathi
1344	Faulkner, William,	3.0	1.0	1934.6666666666667	3	309051		Hathi
3548	Rutherford, Mark,	3.0	1.0	1909.6666666666667	3	219269		Hathi
1023	Davey, Norman,	3.0	1.0	1921.6666666666667	3	300893		Hathi
1372	Findlater, Mary,	3.0	1.0	1913.0	3	240641		Hathi
2742	Martineau, Harriet,	3.0	1.0	1899.6666666666667	3	632540		Hathi
2999	Mérimée, Prosper,	3.0	1.0	1902.0	3	209177		Hathi
3286	Potter, Beatrix,	3.0	1.0	1905.3333333333333	3	4722		Hathi
2590	Lysaght, Sidney Royse,	3.0	1.0	1899.6666666666667	3	503969		Hathi
2631	Macfarlan, Alexander.	3.0	1.0	1919.3333333333333	3	235855		Hathi
1454	Francis, Francis.	3.0	1.0	1887.6666666666667	3	414652		Hathi
329	Beerbohm, Max, Sir,	3.0	1.0	1925.6666666666667	3	141069		Hathi
3118	Oppenheim, E. Phillips	3.0	1.0	1905.0	3	286867		Hathi
4275	Werner, Alice,	3.0	1.0	1893.0	3	408886		Hathi
1430	Forester, C. S. (Cecil Scott),	3.0	1.0	1934.3333333333333	3	185625		Hathi
1842	Harris, Edwin.	3.0	1.0	1911.6666666666667	3	193649		Hathi
2627	Macdonald, Robert M.	3.0	1.0	1911.3333333333333	3	351358		Hathi
307	Bayley, Victor,	3.0	1.0	1937.3333333333333	3	270849		Hathi
1492	Fullerton, Georgiana,	3.0	1.0	1892.0	3	492222		Hathi
3278	Pollock, Walter Herries,	3.0	1.0	1897.3333333333333	3	135437		Hathi
1329	Fane, Violet,	3.0	1.0	1885.3333333333333	3	263153		Hathi
4274	Werfel, Franz,	3.0	1.0	1929.3333333333333	3	731972		Hathi
303	Baum, Vicki,	3.0	1.0	1937.0	3	461998		Hathi
3537	Ruskin, John,	3.0	1.0	1901.6666666666667	3	507365		Hathi
4048	Thurston, E. Temple	3.0	1.0	1910.3333333333333	3	264055		Hathi
2076	Hughes, Richard Arthur Warren,	3.0	1.0	1928.6666666666667	3	160064		Hathi
51	(William Somerset), Maugham, W. Somerset	3.0	1.0	1932.6666666666667	3	143826		Hathi
1841	Harraden, Beatrice,	3.0	1.0	1905.0	3	175108		Hathi
2585	Lynch, Lawrence L.	3.0	1.0	1893.0	3	372000		Hathi
4280	West, Rebecca,	3.0	1.0	1932.3333333333333	3	216530		Hathi
1951	Hichens, Robert,	3.0	1.0	1909.3333333333333	3	439779		Hathi
3176	Pater, Walter,	3.0	1.0	1890.6666666666667	3	164652		Hathi
