	author	intl_frac	weight	pub_date_avg	books	wordcount	ethnicity	corpus
3955	Swynnerton, Charles.	0.9699371338043024	2.2042125790097113	1907.75	4	598905		Hathi
2756	Masuccio,	0.9698163274412858	1.9142586843966405	1895.0	2	338092		Hathi
2997	Myers, Leopold Hamilton,	0.9697895258827789	0.65552901456091	1929.0	2	450470		Hathi
4176	Vogdes, Walter.	0.9696969696969697	0.2444115990115297	1929.0	1	96252		Hathi
1494	Furguson, Dugald.	0.9696969696969697	1.0712585343089336	1891.0	1	175682		Hathi
3013	Nazarbekean, Awetis,	0.9696969696969696	0.76903842768201	1899.0	1	107066		Hathi
3554	Rydberg, Viktor,	0.9696969696969696	0.44539096211699847	1904.0	1	52819		Hathi
2256	Kamyshansky, Boris.	0.96964586846543	2.174314961776487	1934.0	1	97212		Hathi
375	Berger, Marcel,	0.9696202531645571	0.9064489964915066	1916.0	1	155325		Hathi
1944	Heuser, Kurt.	0.9694656488549618	0.48257306188312965	1932.0	1	96760		Hathi
463	Bompas, Cecil Henry	0.9693877551020409	0.19466577977164093	1909.0	1	179442		Hathi
2951	Morley, Christopher,	0.9693877551020408	0.44115097943702825	1924.0	1	79182		Hathi
3049	Nicholson, John Gambril,	0.9693877551020408	1.8696792192786347	1910.0	1	37366		Hathi
2202	Jensen, Johannes V.	0.9692307692307692	0.20927912634028417	1922.0	1	110707		Hathi
2100	Hurst, Fannie,	0.9691745599700692	2.217905081242942	1926.0	3	389637		Hathi
3322	Prodgers, Cecil Herbert.	0.9691714836223507	2.8841145104569126	1922.0	1	64142		Hathi
1654	Graham, Angus.	0.9691629955947136	0.7717822196625878	1939.0	1	104838		Hathi
85	Aicard, Jean,	0.9691358024691359	0.7547323513757663	1910.0	1	153017		Hathi
1586	Gill, Tom,	0.9690721649484536	0.7604450719866028	1935.0	1	90933		Hathi
3957	Sylva, Carmen.	0.9690721649484536	0.3942571595680403	1896.0	1	87696		Hathi
3224	Pervent͡sev, Arkadiĭ Alekseevich,	0.9689737470167064	1.205748030899504	1939.0	1	123864		Hathi
16	(Feliks I͡Akovlevich), Kon, F. I͡A.	0.96875	1.3477622150212678	1930.0	1	16926		Hathi
140	Anthon, Rose Reinhardt.	0.96875	0.37030826121070204	1913.0	1	92405		Hathi
3148	Pallen, Condé Bénoist,	0.96875	0.19319621988388988	1920.0	1	59039		Hathi
3927	Sugimoto, Etsuko,	0.96875	0.8730757942053017	1937.0	1	91450		Hathi
2553	Louÿs, Pierre,	0.96875	1.1634437460895062	1908.0	1	39215		Hathi
1516	Gapon, Georgiĭ Apollonovich,	0.9686274509803923	1.4034409860029657	1905.0	1	64764		Hathi
4165	Viereck, George Sylvester,	0.9686098654708519	1.4018754919183543	1930.0	1	170100		Hathi
3594	Saunders, Marshall,	0.9685863874345549	0.6829878487765438	1903.0	1	99680		Hathi
2255	Kallinikov, Iosif Federovich,	0.9685393258426966	0.3691445376280311	1930.0	1	429686		Hathi
20	(Frederick Charles), Green, F. C.	0.9685039370078738	0.848875907412675	1933.0	1	159981		Hathi
2939	Moravia, Alberto,	0.968421052631579	0.15115095005901524	1938.0	1	224027		Hathi
2494	Lewis, M. G. (Matthew Gregory),	0.968407483938559	1.0659052290643445	1917.5	2	223179		Hathi
1636	Gordon, R. K. (Robert Kay),	0.9682539682539683	0.28070254146197804	1934.0	1	159997		Hathi
1037	Davis, Alexander,	0.9682539682539683	0.40215229970354155	1898.0	1	55839		Hathi
4363	Wilson, Romer,	0.9681818181818183	0.9655603396810811	1919.0	1	81214		Hathi
4320	Wieland, Christoph Martin,	0.9681274900398406	0.517420655167054	1904.0	1	172909		Hathi
847	Collins, Dale.	0.9681208053691277	2.5344042021083806	1923.0	1	83822		Hathi
